"","HeadLength","ForLmbLength","HndLmbLength","FootArea.MM","Middletoe","sinuosity"
"Hydromantes_ambrosii",10.9803448275862,16.2568965517241,16.7055172413793,5.29856285804637,2.48172413793103,2.50107079781754
"Hydromantes_flavus",12.6531818181818,18.5540909090909,19.7113636363636,6.13658574431819,2.86,2.7338234433061
"Hydromantes_genei",11.1573333333333,16.97,18.0906666666667,5.53789047932866,2.36666666666667,2.49498689089268
"Hydromantes_imperialis",12.8696,19.0116,19.9592,6.25840069141972,2.8912,2.61012569060096
"Hydromantes_italicus",10.891724137931,15.3003448275862,16.4086206896552,4.840550487478,2.09137931034483,2.38288920390199
"Hydromantes_sarrabusensis",12.3268421052632,17.8263157894737,19.1057894736842,5.70374777464349,2.81263157894737,2.61481752887116
"Hydromantes_strinatii",11.1519230769231,16.0769230769231,17.0546153846154,5.36645441555948,2.34923076923077,2.51721652555212
"Hydromantes_supramontis",14.0469696969697,19.8306060606061,21.4939393939394,6.9588289442065,3.05393939393939,2.59447155638803
