state	power	likelihood
2510	0.418212	-41.7724
2520	0.418212	-41.7813
2530	0.418212	-41.8242
2540	0.418212	-45.0967
2550	0.418212	-41.8562
2560	0.418212	-41.9539
2570	0.418212	-42.2727
2580	0.418212	-41.914
2590	0.418212	-43.2269
2600	0.418212	-42.7129
2610	0.418212	-41.783
2620	0.418212	-41.9865
2630	0.418212	-41.8226
2640	0.418212	-41.7668
2650	0.418212	-45.4057
2660	0.418212	-42.1963
2670	0.418212	-41.8687
2680	0.418212	-41.8282
2690	0.418212	-41.7907
2700	0.418212	-43.214
2710	0.418212	-41.7499
2720	0.418212	-41.8583
2730	0.418212	-41.8002
2740	0.418212	-41.7898
2750	0.418212	-42.975
2760	0.418212	-42.3525
2770	0.418212	-41.7503
2780	0.418212	-42.4919
2790	0.418212	-41.7567
2800	0.418212	-41.7625
2810	0.418212	-41.7883
2820	0.418212	-43.1543
2830	0.418212	-46.8049
2840	0.418212	-41.7764
2850	0.418212	-41.9678
2860	0.418212	-42.5507
2870	0.418212	-41.8406
2880	0.418212	-41.8693
2890	0.418212	-42.3124
2900	0.418212	-41.7555
2910	0.418212	-41.8156
2920	0.418212	-41.7729
2930	0.418212	-43.6317
2940	0.418212	-41.7937
2950	0.418212	-41.8625
2960	0.418212	-42.3149
2970	0.418212	-41.9636
2980	0.418212	-41.7696
2990	0.418212	-42.2369
3000	0.418212	-42.7536
3010	0.418212	-41.77
3020	0.418212	-41.7548
3030	0.418212	-41.7627
3040	0.418212	-41.7481
3050	0.418212	-41.8548
3060	0.418212	-41.79
3070	0.418212	-41.7874
3080	0.418212	-41.8753
3090	0.418212	-41.8027
3100	0.418212	-41.9305
3110	0.418212	-41.801
3120	0.418212	-41.7921
3130	0.418212	-41.7782
3140	0.418212	-42.3286
3150	0.418212	-41.7964
3160	0.418212	-41.9511
3170	0.418212	-42.1857
3180	0.418212	-42.5269
3190	0.418212	-42.4054
3200	0.418212	-41.7585
3210	0.418212	-44.4061
3220	0.418212	-41.9255
3230	0.418212	-41.7816
3240	0.418212	-43.3102
3250	0.418212	-41.8561
3260	0.418212	-46.9659
3270	0.418212	-41.9486
3280	0.418212	-42.0823
3290	0.418212	-41.7827
3300	0.418212	-46.6298
3310	0.418212	-43.1905
3320	0.418212	-41.8829
3330	0.418212	-41.8182
3340	0.418212	-41.8501
3350	0.418212	-42.0063
3360	0.418212	-42.5075
3370	0.418212	-42.3425
3380	0.418212	-45.3998
3390	0.418212	-41.7575
3400	0.418212	-42.0002
3410	0.418212	-41.7627
3420	0.418212	-46.4023
3430	0.418212	-45.7268
3440	0.418212	-41.7631
3450	0.418212	-41.8842
3460	0.418212	-41.7614
3470	0.418212	-42.4997
3480	0.418212	-42.6166
3490	0.418212	-41.7754
3500	0.418212	-41.7742
3510	0.418212	-41.7989
3520	0.418212	-41.7615
3530	0.418212	-41.7633
3540	0.418212	-44.1503
3550	0.418212	-42.4358
3560	0.418212	-42.7623
3570	0.418212	-44.3883
3580	0.418212	-41.8777
3590	0.418212	-41.8809
3600	0.418212	-41.7555
3610	0.418212	-41.7502
3620	0.418212	-43.6856
3630	0.418212	-41.8218
3640	0.418212	-41.8948
3650	0.418212	-43.2592
3660	0.418212	-41.7624
