state	power	likelihood
2510	0.0282475	-43.0706
2520	0.0282475	-67.184
2530	0.0282475	-41.8189
2540	0.0282475	-44.4832
2550	0.0282475	-42.2971
2560	0.0282475	-45.628
2570	0.0282475	-41.7681
2580	0.0282475	-41.9391
2590	0.0282475	-44.0293
2600	0.0282475	-42.999
2610	0.0282475	-41.7483
2620	0.0282475	-41.7608
2630	0.0282475	-41.9356
2640	0.0282475	-49.4094
2650	0.0282475	-42.0513
2660	0.0282475	-42.4212
2670	0.0282475	-44.3467
2680	0.0282475	-43.1313
2690	0.0282475	-46.6933
2700	0.0282475	-45.8767
2710	0.0282475	-42.514
2720	0.0282475	-41.8334
2730	0.0282475	-41.9695
2740	0.0282475	-50.4626
2750	0.0282475	-92.8875
2760	0.0282475	-41.7615
2770	0.0282475	-41.7564
2780	0.0282475	-41.9158
2790	0.0282475	-44.8909
2800	0.0282475	-59.02
2810	0.0282475	-45.506
2820	0.0282475	-66.2005
2830	0.0282475	-46.3135
2840	0.0282475	-41.9176
2850	0.0282475	-43.0946
2860	0.0282475	-41.7784
2870	0.0282475	-45.9943
2880	0.0282475	-53.1381
2890	0.0282475	-42.4372
2900	0.0282475	-43.1979
2910	0.0282475	-42.8204
2920	0.0282475	-45.6513
2930	0.0282475	-41.8379
2940	0.0282475	-50.4394
2950	0.0282475	-57.0422
2960	0.0282475	-47.251
2970	0.0282475	-65.1002
2980	0.0282475	-41.7556
2990	0.0282475	-43.8425
3000	0.0282475	-46.044
3010	0.0282475	-47.3121
3020	0.0282475	-50.1323
3030	0.0282475	-41.7626
3040	0.0282475	-41.8338
3050	0.0282475	-42.6527
3060	0.0282475	-42.0217
3070	0.0282475	-41.9305
3080	0.0282475	-43.5829
3090	0.0282475	-46.6072
3100	0.0282475	-53.9932
3110	0.0282475	-41.7835
3120	0.0282475	-66.0141
3130	0.0282475	-101.398
3140	0.0282475	-41.7794
3150	0.0282475	-41.8303
3160	0.0282475	-41.7959
3170	0.0282475	-63.6262
3180	0.0282475	-160.212
3190	0.0282475	-47.5951
3200	0.0282475	-42.1619
3210	0.0282475	-42.1802
3220	0.0282475	-48.1357
3230	0.0282475	-41.9083
3240	0.0282475	-71.8497
3250	0.0282475	-63.9451
3260	0.0282475	-54.7871
3270	0.0282475	-47.4977
3280	0.0282475	-43.6953
3290	0.0282475	-41.7798
3300	0.0282475	-73.7201
