state	power	likelihood
2510	0.32768	-41.9405
2520	0.32768	-41.9548
2530	0.32768	-41.7483
2540	0.32768	-42.5478
2550	0.32768	-41.9566
2560	0.32768	-41.777
2570	0.32768	-41.9506
2580	0.32768	-44.6089
2590	0.32768	-42.6709
2600	0.32768	-47.2013
2610	0.32768	-43.1193
2620	0.32768	-43.3354
2630	0.32768	-41.8407
2640	0.32768	-41.8887
2650	0.32768	-41.847
2660	0.32768	-43.7919
2670	0.32768	-43.5683
2680	0.32768	-41.7527
2690	0.32768	-41.8054
2700	0.32768	-41.7638
2710	0.32768	-42.5561
2720	0.32768	-41.7645
2730	0.32768	-41.7648
2740	0.32768	-41.8195
2750	0.32768	-42.1046
2760	0.32768	-44.0913
2770	0.32768	-41.9993
2780	0.32768	-41.7614
2790	0.32768	-42.7968
2800	0.32768	-42.0804
2810	0.32768	-41.795
2820	0.32768	-41.8561
2830	0.32768	-42.9246
2840	0.32768	-41.8494
2850	0.32768	-41.7998
2860	0.32768	-41.7792
2870	0.32768	-44.2257
2880	0.32768	-41.8482
2890	0.32768	-42.6465
2900	0.32768	-42.5071
2910	0.32768	-42.0856
2920	0.32768	-41.7487
2930	0.32768	-41.8797
2940	0.32768	-41.9132
2950	0.32768	-41.9154
2960	0.32768	-42.1127
2970	0.32768	-42.2247
2980	0.32768	-41.8681
2990	0.32768	-45.9949
3000	0.32768	-46.6049
3010	0.32768	-41.7636
3020	0.32768	-41.7936
3030	0.32768	-43.007
3040	0.32768	-41.7985
3050	0.32768	-41.8951
3060	0.32768	-44.3085
3070	0.32768	-42.06
3080	0.32768	-45.4466
3090	0.32768	-42.1945
3100	0.32768	-41.7778
3110	0.32768	-47.8054
3120	0.32768	-41.96
3130	0.32768	-41.9619
3140	0.32768	-41.766
3150	0.32768	-41.904
3160	0.32768	-41.7843
3170	0.32768	-41.8926
3180	0.32768	-42.1052
3190	0.32768	-42.0219
3200	0.32768	-41.7582
3210	0.32768	-42.1133
3220	0.32768	-43.2708
3230	0.32768	-41.772
3240	0.32768	-51.7023
3250	0.32768	-42.3113
3260	0.32768	-43.9938
3270	0.32768	-42.0431
3280	0.32768	-42.4727
3290	0.32768	-42.6578
3300	0.32768	-42.0029
3310	0.32768	-42.0217
3320	0.32768	-43.9115
3330	0.32768	-42.0142
3340	0.32768	-42.0889
3350	0.32768	-43.2921
3360	0.32768	-42.3051
3370	0.32768	-42.0518
3380	0.32768	-42.6753
3390	0.32768	-48.6153
3400	0.32768	-41.8108
3410	0.32768	-50.6793
3420	0.32768	-43.6731
3430	0.32768	-46.6855
3440	0.32768	-41.7557
3450	0.32768	-41.7556
3460	0.32768	-41.7712
3470	0.32768	-43.0263
3480	0.32768	-43.8551
3490	0.32768	-44.5887
3500	0.32768	-41.8077
3510	0.32768	-42.7631
3520	0.32768	-41.7567
3530	0.32768	-41.9207
3540	0.32768	-43.6745
3550	0.32768	-41.9446
3560	0.32768	-43.9163
3570	0.32768	-41.9232
3580	0.32768	-41.9741
3590	0.32768	-41.8568
3600	0.32768	-41.7874
3610	0.32768	-42.5731
3620	0.32768	-43.3862
3630	0.32768	-41.7745
