state	power	likelihood
2510	1.16658e-302	-142.638
2520	1.16658e-302	-285.132
2530	1.16658e-302	-62.6844
2540	1.16658e-302	-97.5904
2550	1.16658e-302	-399.89
2560	1.16658e-302	-344.269
2570	1.16658e-302	-147.966
2580	1.16658e-302	-150.635
2590	1.16658e-302	-163.507
2600	1.16658e-302	-449.117
2610	1.16658e-302	-175.113
2620	1.16658e-302	-175.304
2630	1.16658e-302	-263.019
2640	1.16658e-302	-126.665
2650	1.16658e-302	-160.953
2660	1.16658e-302	-135.756
2670	1.16658e-302	-253.109
2680	1.16658e-302	-108.603
2690	1.16658e-302	-89.8263
2700	1.16658e-302	-1071.96
2710	1.16658e-302	-71.429
2720	1.16658e-302	-248.581
2730	1.16658e-302	-181.805
2740	1.16658e-302	-388.713
2750	1.16658e-302	-421.39
2760	1.16658e-302	-49.6846
2770	1.16658e-302	-89.4226
2780	1.16658e-302	-151.6
2790	1.16658e-302	-131.317
2800	1.16658e-302	-189.45
2810	1.16658e-302	-134.909
2820	1.16658e-302	-116.085
2830	1.16658e-302	-69.6431
2840	1.16658e-302	-90.6654
2850	1.16658e-302	-141.613
2860	1.16658e-302	-273.224
2870	1.16658e-302	-146.668
2880	1.16658e-302	-174.781
2890	1.16658e-302	-42.0148
2900	1.16658e-302	-244.086
2910	1.16658e-302	-241.615
2920	1.16658e-302	-198.029
2930	1.16658e-302	-130.845
2940	1.16658e-302	-98.1305
2950	1.16658e-302	-45.5225
2960	1.16658e-302	-134.292
2970	1.16658e-302	-42.9552
2980	1.16658e-302	-117.607
2990	1.16658e-302	-387.606
3000	1.16658e-302	-146.804
3010	1.16658e-302	-294.879
3020	1.16658e-302	-142.145
3030	1.16658e-302	-105.623
3040	1.16658e-302	-222.222
3050	1.16658e-302	-108.137
3060	1.16658e-302	-371.046
3070	1.16658e-302	-41.7489
3080	1.16658e-302	-63.5133
3090	1.16658e-302	-59.1149
3100	1.16658e-302	-190.989
3110	1.16658e-302	-52.712
3120	1.16658e-302	-551.582
3130	1.16658e-302	-93.0098
3140	1.16658e-302	-375.17
3150	1.16658e-302	-276.658
3160	1.16658e-302	-305.377
3170	1.16658e-302	-41.937
3180	1.16658e-302	-171.835
3190	1.16658e-302	-41.9366
3200	1.16658e-302	-365.318
3210	1.16658e-302	-191.96
3220	1.16658e-302	-135.463
3230	1.16658e-302	-234.706
3240	1.16658e-302	-63.5613
3250	1.16658e-302	-62.6806
3260	1.16658e-302	-115.601
3270	1.16658e-302	-245.167
3280	1.16658e-302	-210.26
3290	1.16658e-302	-79.6807
3300	1.16658e-302	-43.859
3310	1.16658e-302	-73.3767
3320	1.16658e-302	-138.28
3330	1.16658e-302	-44.8379
3340	1.16658e-302	-72.3294
3350	1.16658e-302	-379.611
3360	1.16658e-302	-45.1466
3370	1.16658e-302	-517.565
3380	1.16658e-302	-130.027
3390	1.16658e-302	-77.233
3400	1.16658e-302	-210.713
3410	1.16658e-302	-48.3731
3420	1.16658e-302	-188.269
3430	1.16658e-302	-279.288
3440	1.16658e-302	-121.863
3450	1.16658e-302	-494.576
3460	1.16658e-302	-201.366
3470	1.16658e-302	-205.611
3480	1.16658e-302	-79.8021
3490	1.16658e-302	-52.2241
3500	1.16658e-302	-68.0772
