state	power	likelihood
2510	0.815373	-41.7688
2520	0.815373	-41.8545
2530	0.815373	-42.1002
2540	0.815373	-41.9225
2550	0.815373	-42.0636
2560	0.815373	-41.7658
2570	0.815373	-41.8808
2580	0.815373	-41.8474
2590	0.815373	-41.8992
2600	0.815373	-45.414
2610	0.815373	-44.1523
2620	0.815373	-42.1676
2630	0.815373	-41.7839
2640	0.815373	-42.117
2650	0.815373	-41.7922
2660	0.815373	-41.7629
2670	0.815373	-41.8839
2680	0.815373	-41.7501
2690	0.815373	-41.8837
2700	0.815373	-41.9332
2710	0.815373	-42.7464
2720	0.815373	-42.5158
2730	0.815373	-42.0334
2740	0.815373	-42.0022
2750	0.815373	-42.734
2760	0.815373	-41.9706
2770	0.815373	-42.1465
2780	0.815373	-41.9478
2790	0.815373	-41.9085
2800	0.815373	-43.1477
2810	0.815373	-41.7915
2820	0.815373	-41.8789
2830	0.815373	-42.7428
2840	0.815373	-41.7892
2850	0.815373	-41.7707
2860	0.815373	-41.7968
2870	0.815373	-41.8175
2880	0.815373	-41.7825
2890	0.815373	-41.7534
2900	0.815373	-42.2907
2910	0.815373	-41.9988
2920	0.815373	-41.7549
2930	0.815373	-41.7491
2940	0.815373	-41.8946
2950	0.815373	-41.7595
2960	0.815373	-43.7065
2970	0.815373	-41.9806
2980	0.815373	-43.3301
2990	0.815373	-41.7692
3000	0.815373	-41.7637
3010	0.815373	-41.952
3020	0.815373	-43.5583
3030	0.815373	-43.1455
3040	0.815373	-43.0486
3050	0.815373	-41.8091
3060	0.815373	-42.1805
3070	0.815373	-41.7481
3080	0.815373	-42.3365
3090	0.815373	-42.4669
3100	0.815373	-42.5381
3110	0.815373	-41.7736
3120	0.815373	-41.8407
3130	0.815373	-41.7943
3140	0.815373	-41.7763
3150	0.815373	-41.8666
3160	0.815373	-41.957
3170	0.815373	-42.19
3180	0.815373	-41.929
3190	0.815373	-41.7851
3200	0.815373	-43.3723
3210	0.815373	-44.0891
3220	0.815373	-43.6092
3230	0.815373	-41.7781
3240	0.815373	-41.7486
3250	0.815373	-41.9666
3260	0.815373	-41.7616
3270	0.815373	-43.2891
3280	0.815373	-41.9555
3290	0.815373	-41.9703
3300	0.815373	-42.1219
3310	0.815373	-42.0354
3320	0.815373	-41.8394
3330	0.815373	-41.8725
3340	0.815373	-41.8758
3350	0.815373	-44.9844
3360	0.815373	-43.3415
3370	0.815373	-42.2644
3380	0.815373	-41.8217
3390	0.815373	-41.8658
3400	0.815373	-41.7617
3410	0.815373	-42.4658
3420	0.815373	-41.9735
3430	0.815373	-41.7722
3440	0.815373	-41.7664
3450	0.815373	-42.2791
3460	0.815373	-41.7976
3470	0.815373	-41.7481
3480	0.815373	-41.7538
3490	0.815373	-41.7541
3500	0.815373	-41.9855
3510	0.815373	-41.7761
3520	0.815373	-41.7699
3530	0.815373	-41.7714
3540	0.815373	-42.0034
3550	0.815373	-42.3453
3560	0.815373	-41.7699
3570	0.815373	-41.8115
3580	0.815373	-42.1441
3590	0.815373	-41.9952
3600	0.815373	-42.2015
3610	0.815373	-42.3283
3620	0.815373	-42.0117
3630	0.815373	-41.7516
3640	0.815373	-42.6774
3650	0.815373	-42.0671
3660	0.815373	-41.8741
3670	0.815373	-41.8498
3680	0.815373	-41.7601
3690	0.815373	-41.8211
3700	0.815373	-41.7553
3710	0.815373	-41.9128
3720	0.815373	-41.7503
3730	0.815373	-41.7603
3740	0.815373	-41.7605
3750	0.815373	-41.7521
3760	0.815373	-41.7763
3770	0.815373	-41.7484
3780	0.815373	-42.0909
3790	0.815373	-41.8494
3800	0.815373	-42.5163
3810	0.815373	-42.0757
3820	0.815373	-41.9203
3830	0.815373	-42.0677
3840	0.815373	-42.5438
3850	0.815373	-41.8217
3860	0.815373	-41.9494
3870	0.815373	-41.794
3880	0.815373	-42.3008
3890	0.815373	-41.7521
3900	0.815373	-42.3928
3910	0.815373	-41.9559
3920	0.815373	-41.788
3930	0.815373	-42.1141
3940	0.815373	-44.8461
3950	0.815373	-41.8183
3960	0.815373	-41.7826
3970	0.815373	-41.8608
3980	0.815373	-42.8703
3990	0.815373	-42.2857
4000	0.815373	-41.9116
4010	0.815373	-41.9114
4020	0.815373	-44.1695
4030	0.815373	-42.3474
4040	0.815373	-42.8321
4050	0.815373	-41.7485
4060	0.815373	-41.7638
4070	0.815373	-42.357
4080	0.815373	-41.7693
4090	0.815373	-41.9511
4100	0.815373	-43.6504
4110	0.815373	-41.7566
4120	0.815373	-43.7992
4130	0.815373	-43.2977
4140	0.815373	-42.7516
4150	0.815373	-41.7556
4160	0.815373	-41.7511
4170	0.815373	-41.9262
4180	0.815373	-41.8906
4190	0.815373	-42.1432
4200	0.815373	-42.0428
4210	0.815373	-41.8306
4220	0.815373	-43.7165
4230	0.815373	-42.6075
4240	0.815373	-41.8498
4250	0.815373	-41.7906
4260	0.815373	-42.5278
4270	0.815373	-41.9893
4280	0.815373	-41.7704
4290	0.815373	-41.7921
4300	0.815373	-41.8069
4310	0.815373	-41.809
4320	0.815373	-42.9727
4330	0.815373	-42.2678
4340	0.815373	-41.9322
4350	0.815373	-41.7555
4360	0.815373	-42.9761
4370	0.815373	-41.9869
4380	0.815373	-41.7503
4390	0.815373	-41.7681
4400	0.815373	-41.9026
4410	0.815373	-41.7538
4420	0.815373	-46.6026
4430	0.815373	-42.0846
4440	0.815373	-43.9053
4450	0.815373	-41.8256
4460	0.815373	-41.7496
4470	0.815373	-41.7505
4480	0.815373	-41.8178
4490	0.815373	-41.7562
4500	0.815373	-41.844
4510	0.815373	-43.9632
4520	0.815373	-41.8741
4530	0.815373	-41.8362
4540	0.815373	-41.8964
4550	0.815373	-41.7511
4560	0.815373	-42.7722
4570	0.815373	-42.3792
4580	0.815373	-41.754
4590	0.815373	-41.7483
4600	0.815373	-46.2606
4610	0.815373	-42.1837
4620	0.815373	-43.3987
4630	0.815373	-41.7682
4640	0.815373	-42.1751
4650	0.815373	-41.8637
4660	0.815373	-41.892
4670	0.815373	-41.9265
4680	0.815373	-41.8611
4690	0.815373	-44.7756
4700	0.815373	-42.1168
4710	0.815373	-41.9712
4720	0.815373	-41.9154
4730	0.815373	-41.7638
4740	0.815373	-42.3149
4750	0.815373	-41.7809
4760	0.815373	-41.9281
4770	0.815373	-41.754
4780	0.815373	-43.6064
4790	0.815373	-42.5804
4800	0.815373	-42.4125
4810	0.815373	-41.8063
4820	0.815373	-43.5171
4830	0.815373	-41.8809
4840	0.815373	-45.7217
4850	0.815373	-42.0491
4860	0.815373	-41.7703
4870	0.815373	-41.9764
4880	0.815373	-43.2509
